Bandit,Reward,Algorithm
1070,0,Thompson Sampling
1071,1,Thompson Sampling
1072,0,Thompson Sampling
1073,0,Thompson Sampling
1074,0,Thompson Sampling
1075,0,Thompson Sampling
1076,1,Thompson Sampling
1077,0,Thompson Sampling
1078,1,Thompson Sampling
1079,1,Thompson Sampling
1080,1,Thompson Sampling
1081,0,Thompson Sampling
1082,0,Thompson Sampling
1083,0,Thompson Sampling
1084,1,Thompson Sampling
1085,1,Thompson Sampling
1086,1,Thompson Sampling
1087,1,Thompson Sampling
1088,1,Thompson Sampling
1089,0,Thompson Sampling
1090,0,Thompson Sampling
1091,1,Thompson Sampling
1092,0,Thompson Sampling
1093,1,Thompson Sampling
1094,0,Thompson Sampling
1095,0,Thompson Sampling
1096,1,Thompson Sampling
1097,1,Thompson Sampling
1098,0,Thompson Sampling
1099,1,Thompson Sampling
1100,0,Thompson Sampling
1101,1,Thompson Sampling
1102,1,Thompson Sampling
1103,1,Thompson Sampling
1104,0,Thompson Sampling
1105,0,Thompson Sampling
1106,1,Thompson Sampling
1107,0,Thompson Sampling
1108,0,Thompson Sampling
1109,0,Thompson Sampling
1110,1,Thompson Sampling
1111,0,Thompson Sampling
1112,1,Thompson Sampling
1113,0,Thompson Sampling
1114,1,Thompson Sampling
1115,1,Thompson Sampling
1116,1,Thompson Sampling
1117,0,Thompson Sampling
1118,1,Thompson Sampling
1119,0,Thompson Sampling
1120,0,Thompson Sampling
1121,1,Thompson Sampling
1122,0,Thompson Sampling
1123,1,Thompson Sampling
1124,0,Thompson Sampling
1125,0,Thompson Sampling
1126,0,Thompson Sampling
1127,1,Thompson Sampling
1128,1,Thompson Sampling
1129,1,Thompson Sampling
1130,0,Thompson Sampling
1131,1,Thompson Sampling
1132,1,Thompson Sampling
1133,0,Thompson Sampling
1134,0,Thompson Sampling
1135,0,Thompson Sampling
1136,0,Thompson Sampling
1137,1,Thompson Sampling
1138,0,Thompson Sampling
1139,0,Thompson Sampling
1140,1,Thompson Sampling
1141,0,Thompson Sampling
1142,0,Thompson Sampling
1143,0,Thompson Sampling
1144,1,Thompson Sampling
1145,0,Thompson Sampling
1146,1,Thompson Sampling
1147,1,Thompson Sampling
1148,0,Thompson Sampling
1149,0,Thompson Sampling
1150,0,Thompson Sampling
1151,1,Thompson Sampling
1152,0,Thompson Sampling
1153,1,Thompson Sampling
1154,1,Thompson Sampling
1155,0,Thompson Sampling
1156,1,Thompson Sampling
1157,0,Thompson Sampling
1158,0,Thompson Sampling
1159,1,Thompson Sampling
1160,0,Thompson Sampling
1161,1,Thompson Sampling
1162,0,Thompson Sampling
1163,0,Thompson Sampling
1164,0,Thompson Sampling
1165,0,Thompson Sampling
1166,0,Thompson Sampling
1167,0,Thompson Sampling
1168,0,Thompson Sampling
1169,1,Thompson Sampling
1170,1,Thompson Sampling
1171,0,Thompson Sampling
1172,0,Thompson Sampling
1173,0,Thompson Sampling
1174,1,Thompson Sampling
1175,0,Thompson Sampling
1176,0,Thompson Sampling
1177,0,Thompson Sampling
1178,1,Thompson Sampling
1179,1,Thompson Sampling
1180,0,Thompson Sampling
1181,0,Thompson Sampling
1182,1,Thompson Sampling
1183,0,Thompson Sampling
1184,0,Thompson Sampling
1185,1,Thompson Sampling
1186,0,Thompson Sampling
1187,1,Thompson Sampling
1188,0,Thompson Sampling
1189,1,Thompson Sampling
1190,0,Thompson Sampling
1191,1,Thompson Sampling
1192,1,Thompson Sampling
1193,1,Thompson Sampling
1194,0,Thompson Sampling
1195,0,Thompson Sampling
1196,0,Thompson Sampling
1197,0,Thompson Sampling
1198,0,Thompson Sampling
1199,0,Thompson Sampling
1200,0,Thompson Sampling
1201,0,Thompson Sampling
1202,0,Thompson Sampling
1203,0,Thompson Sampling
1204,1,Thompson Sampling
1205,0,Thompson Sampling
1206,0,Thompson Sampling
1207,0,Thompson Sampling
1208,0,Thompson Sampling
1209,0,Thompson Sampling
1210,1,Thompson Sampling
1211,1,Thompson Sampling
1212,0,Thompson Sampling
1213,0,Thompson Sampling
1214,0,Thompson Sampling
1215,0,Thompson Sampling
1216,0,Thompson Sampling
1217,0,Thompson Sampling
1218,0,Thompson Sampling
1219,1,Thompson Sampling
1220,0,Thompson Sampling
1221,0,Thompson Sampling
1222,1,Thompson Sampling
1223,0,Thompson Sampling
1224,0,Thompson Sampling
1225,0,Thompson Sampling
1226,1,Thompson Sampling
1227,0,Thompson Sampling
1228,1,Thompson Sampling
1229,0,Thompson Sampling
1230,0,Thompson Sampling
1231,0,Thompson Sampling
1232,1,Thompson Sampling
1233,0,Thompson Sampling
1234,1,Thompson Sampling
1235,0,Thompson Sampling
1236,0,Thompson Sampling
1237,0,Thompson Sampling
1238,1,Thompson Sampling
1239,1,Thompson Sampling
1240,0,Thompson Sampling
1241,0,Thompson Sampling
1242,0,Thompson Sampling
1243,1,Thompson Sampling
1244,0,Thompson Sampling
1245,0,Thompson Sampling
1246,0,Thompson Sampling
1247,0,Thompson Sampling
1248,0,Thompson Sampling
1249,0,Thompson Sampling
1250,1,Thompson Sampling
1251,0,Thompson Sampling
1252,1,Thompson Sampling
1253,1,Thompson Sampling
1254,0,Thompson Sampling
1255,1,Thompson Sampling
1256,1,Thompson Sampling
1257,1,Thompson Sampling
1258,1,Thompson Sampling
1259,0,Thompson Sampling
1260,0,Thompson Sampling
1261,1,Thompson Sampling
1262,1,Thompson Sampling
1263,1,Thompson Sampling
1264,0,Thompson Sampling
1265,1,Thompson Sampling
1266,1,Thompson Sampling
1267,0,Thompson Sampling
1268,0,Thompson Sampling
1269,1,Thompson Sampling
1270,1,Thompson Sampling
1271,0,Thompson Sampling
1272,0,Thompson Sampling
1273,0,Thompson Sampling
1274,0,Thompson Sampling
1275,1,Thompson Sampling
1276,1,Thompson Sampling
1277,0,Thompson Sampling
1278,1,Thompson Sampling
1279,1,Thompson Sampling
1280,0,Thompson Sampling
1281,0,Thompson Sampling
1282,1,Thompson Sampling
1283,1,Thompson Sampling
1284,1,Thompson Sampling
1285,0,Thompson Sampling
1286,0,Thompson Sampling
1287,0,Thompson Sampling
1288,1,Thompson Sampling
1289,0,Thompson Sampling
1290,0,Thompson Sampling
1291,1,Thompson Sampling
1292,1,Thompson Sampling
1293,1,Thompson Sampling
1294,0,Thompson Sampling
1295,1,Thompson Sampling
1296,1,Thompson Sampling
1297,1,Thompson Sampling
1298,0,Thompson Sampling
1299,0,Thompson Sampling
1300,0,Thompson Sampling
1301,0,Thompson Sampling
1302,0,Thompson Sampling
1303,0,Thompson Sampling
1304,0,Thompson Sampling
1305,0,Thompson Sampling
1306,0,Thompson Sampling
1307,0,Thompson Sampling
1308,0,Thompson Sampling
1309,1,Thompson Sampling
1310,1,Thompson Sampling
1311,1,Thompson Sampling
1312,1,Thompson Sampling
1313,0,Thompson Sampling
1314,1,Thompson Sampling
1315,1,Thompson Sampling
1316,0,Thompson Sampling
1317,0,Thompson Sampling
1318,1,Thompson Sampling
1319,0,Thompson Sampling
1320,0,Thompson Sampling
1321,0,Thompson Sampling
1322,0,Thompson Sampling
1323,0,Thompson Sampling
1324,0,Thompson Sampling
1325,0,Thompson Sampling
1326,0,Thompson Sampling
1327,1,Thompson Sampling
1328,1,Thompson Sampling
1329,0,Thompson Sampling
1330,0,Thompson Sampling
1331,1,Thompson Sampling
1332,0,Thompson Sampling
1333,0,Thompson Sampling
1334,0,Thompson Sampling
1335,0,Thompson Sampling
1336,1,Thompson Sampling
1337,0,Thompson Sampling
1338,0,Thompson Sampling
1339,1,Thompson Sampling
1340,0,Thompson Sampling
1341,1,Thompson Sampling
1342,0,Thompson Sampling
1343,1,Thompson Sampling
1344,0,Thompson Sampling
1345,0,Thompson Sampling
1346,1,Thompson Sampling
1347,0,Thompson Sampling
1348,0,Thompson Sampling
1349,0,Thompson Sampling
1350,1,Thompson Sampling
1351,1,Thompson Sampling
1352,0,Thompson Sampling
1353,0,Thompson Sampling
1354,1,Thompson Sampling
1355,1,Thompson Sampling
1356,0,Thompson Sampling
1357,0,Thompson Sampling
1358,1,Thompson Sampling
1359,0,Thompson Sampling
1360,0,Thompson Sampling
1361,1,Thompson Sampling
1362,0,Thompson Sampling
1363,1,Thompson Sampling
1364,0,Thompson Sampling
1365,0,Thompson Sampling
1366,0,Thompson Sampling
1367,0,Thompson Sampling
1368,0,Thompson Sampling
1369,0,Thompson Sampling
1370,0,Thompson Sampling
1371,0,Thompson Sampling
1372,1,Thompson Sampling
1373,0,Thompson Sampling
1374,0,Thompson Sampling
1375,0,Thompson Sampling
1376,0,Thompson Sampling
1377,0,Thompson Sampling
1378,0,Thompson Sampling
1379,0,Thompson Sampling
1380,0,Thompson Sampling
1381,1,Thompson Sampling
1382,0,Thompson Sampling
1383,1,Thompson Sampling
1384,1,Thompson Sampling
1385,0,Thompson Sampling
1386,1,Thompson Sampling
1387,0,Thompson Sampling
1388,0,Thompson Sampling
1389,0,Thompson Sampling
1390,0,Thompson Sampling
1391,0,Thompson Sampling
1392,1,Thompson Sampling
1393,1,Thompson Sampling
1394,0,Thompson Sampling
1395,0,Thompson Sampling
1396,1,Thompson Sampling
1397,0,Thompson Sampling
1398,0,Thompson Sampling
1399,0,Thompson Sampling
1400,0,Thompson Sampling
1401,0,Thompson Sampling
1402,0,Thompson Sampling
1403,1,Thompson Sampling
1404,0,Thompson Sampling
1405,0,Thompson Sampling
1406,1,Thompson Sampling
1407,0,Thompson Sampling
1408,1,Thompson Sampling
1409,1,Thompson Sampling
1410,1,Thompson Sampling
1411,1,Thompson Sampling
1412,0,Thompson Sampling
1413,0,Thompson Sampling
1414,0,Thompson Sampling
1415,1,Thompson Sampling
1416,1,Thompson Sampling
1417,1,Thompson Sampling
1418,1,Thompson Sampling
1419,0,Thompson Sampling
1420,0,Thompson Sampling
1421,1,Thompson Sampling
1422,1,Thompson Sampling
1423,1,Thompson Sampling
1424,0,Thompson Sampling
1425,0,Thompson Sampling
1426,0,Thompson Sampling
1427,1,Thompson Sampling
1428,1,Thompson Sampling
1429,1,Thompson Sampling
1430,0,Thompson Sampling
1431,0,Thompson Sampling
1432,0,Thompson Sampling
1433,0,Thompson Sampling
1434,1,Thompson Sampling
1435,1,Thompson Sampling
1436,1,Thompson Sampling
1437,0,Thompson Sampling
1438,0,Thompson Sampling
1439,0,Thompson Sampling
1440,1,Thompson Sampling
1441,0,Thompson Sampling
1442,0,Thompson Sampling
1443,1,Thompson Sampling
1444,0,Thompson Sampling
1445,0,Thompson Sampling
1446,1,Thompson Sampling
1447,0,Thompson Sampling
1448,0,Thompson Sampling
1449,0,Thompson Sampling
1450,1,Thompson Sampling
1451,0,Thompson Sampling
1452,0,Thompson Sampling
1453,0,Thompson Sampling
1454,1,Thompson Sampling
1455,1,Thompson Sampling
1456,0,Thompson Sampling
1457,1,Thompson Sampling
1458,0,Thompson Sampling
1459,0,Thompson Sampling
1460,1,Thompson Sampling
1461,0,Thompson Sampling
1462,0,Thompson Sampling
1463,1,Thompson Sampling
1464,0,Thompson Sampling
1465,0,Thompson Sampling
1466,0,Thompson Sampling
1467,1,Thompson Sampling
1468,0,Thompson Sampling
1469,0,Thompson Sampling
1470,0,Thompson Sampling
1471,0,Thompson Sampling
1472,0,Thompson Sampling
1473,0,Thompson Sampling
1474,1,Thompson Sampling
1475,1,Thompson Sampling
1476,0,Thompson Sampling
1477,0,Thompson Sampling
1478,0,Thompson Sampling
1479,1,Thompson Sampling
1480,1,Thompson Sampling
1481,1,Thompson Sampling
1482,1,Thompson Sampling
1483,0,Thompson Sampling
1484,1,Thompson Sampling
1485,0,Thompson Sampling
1486,0,Thompson Sampling
1487,0,Thompson Sampling
1488,1,Thompson Sampling
1489,0,Thompson Sampling
1490,0,Thompson Sampling
1491,0,Thompson Sampling
1492,1,Thompson Sampling
1493,1,Thompson Sampling
1494,0,Thompson Sampling
1495,1,Thompson Sampling
1496,0,Thompson Sampling
1497,1,Thompson Sampling
1498,1,Thompson Sampling
1499,1,Thompson Sampling
1500,0,Thompson Sampling
1501,1,Thompson Sampling
1502,1,Thompson Sampling
1503,0,Thompson Sampling
1504,0,Thompson Sampling
1505,1,Thompson Sampling
1506,1,Thompson Sampling
1507,0,Thompson Sampling
1508,1,Thompson Sampling
1509,0,Thompson Sampling
1510,0,Thompson Sampling
1511,0,Thompson Sampling
1512,1,Thompson Sampling
1513,1,Thompson Sampling
1514,0,Thompson Sampling
1515,0,Thompson Sampling
1516,0,Thompson Sampling
1517,0,Thompson Sampling
1518,0,Thompson Sampling
1519,0,Thompson Sampling
1520,0,Thompson Sampling
1521,0,Thompson Sampling
1522,0,Thompson Sampling
1523,1,Thompson Sampling
1524,0,Thompson Sampling
1525,1,Thompson Sampling
1526,0,Thompson Sampling
1527,0,Thompson Sampling
1528,0,Thompson Sampling
1529,1,Thompson Sampling
1530,0,Thompson Sampling
1531,0,Thompson Sampling
1532,1,Thompson Sampling
1533,0,Thompson Sampling
1534,0,Thompson Sampling
1535,1,Thompson Sampling
1536,0,Thompson Sampling
1537,1,Thompson Sampling
1538,0,Thompson Sampling
1539,1,Thompson Sampling
1540,0,Thompson Sampling
1541,0,Thompson Sampling
1542,0,Thompson Sampling
1543,0,Thompson Sampling
1544,0,Thompson Sampling
1545,0,Thompson Sampling
1546,0,Thompson Sampling
1547,0,Thompson Sampling
1548,0,Thompson Sampling
1549,0,Thompson Sampling
1550,0,Thompson Sampling
1551,1,Thompson Sampling
1552,0,Thompson Sampling
1553,1,Thompson Sampling
1554,0,Thompson Sampling
1555,1,Thompson Sampling
1556,0,Thompson Sampling
1557,0,Thompson Sampling
1558,0,Thompson Sampling
1559,0,Thompson Sampling
1560,0,Thompson Sampling
1561,0,Thompson Sampling
1562,0,Thompson Sampling
1563,0,Thompson Sampling
1564,1,Thompson Sampling
1565,1,Thompson Sampling
1566,0,Thompson Sampling
1567,1,Thompson Sampling
1568,0,Thompson Sampling
1569,0,Thompson Sampling
1570,1,Thompson Sampling
1571,0,Thompson Sampling
1572,1,Thompson Sampling
1573,0,Thompson Sampling
1574,0,Thompson Sampling
1575,0,Thompson Sampling
1576,0,Thompson Sampling
1577,1,Thompson Sampling
1578,1,Thompson Sampling
1579,0,Thompson Sampling
1580,1,Thompson Sampling
1581,1,Thompson Sampling
1582,1,Thompson Sampling
1583,0,Thompson Sampling
1584,0,Thompson Sampling
1585,1,Thompson Sampling
1586,1,Thompson Sampling
1587,1,Thompson Sampling
1588,1,Thompson Sampling
1589,1,Thompson Sampling
1590,0,Thompson Sampling
1591,1,Thompson Sampling
1592,0,Thompson Sampling
1593,0,Thompson Sampling
1594,1,Thompson Sampling
1595,0,Thompson Sampling
1596,0,Thompson Sampling
1597,0,Thompson Sampling
1598,0,Thompson Sampling
1599,1,Thompson Sampling
1600,0,Thompson Sampling
1601,0,Thompson Sampling
1602,1,Thompson Sampling
1603,1,Thompson Sampling
1604,1,Thompson Sampling
1605,0,Thompson Sampling
1606,0,Thompson Sampling
1607,1,Thompson Sampling
1608,1,Thompson Sampling
1609,1,Thompson Sampling
1610,0,Thompson Sampling
1611,1,Thompson Sampling
1612,0,Thompson Sampling
1613,1,Thompson Sampling
1614,1,Thompson Sampling
1615,1,Thompson Sampling
1616,0,Thompson Sampling
1617,0,Thompson Sampling
1618,1,Thompson Sampling
1619,1,Thompson Sampling
1620,0,Thompson Sampling
1621,1,Thompson Sampling
1622,0,Thompson Sampling
1623,1,Thompson Sampling
1624,0,Thompson Sampling
1625,0,Thompson Sampling
1626,0,Thompson Sampling
1627,0,Thompson Sampling
1628,0,Thompson Sampling
1629,0,Thompson Sampling
1630,0,Thompson Sampling
1631,1,Thompson Sampling
1632,0,Thompson Sampling
1633,0,Thompson Sampling
1634,1,Thompson Sampling
1635,0,Thompson Sampling
1636,0,Thompson Sampling
1637,1,Thompson Sampling
1638,1,Thompson Sampling
1639,0,Thompson Sampling
1640,1,Thompson Sampling
1641,0,Thompson Sampling
1642,0,Thompson Sampling
1643,0,Thompson Sampling
1644,0,Thompson Sampling
1645,0,Thompson Sampling
1646,1,Thompson Sampling
1647,1,Thompson Sampling
1648,0,Thompson Sampling
1649,0,Thompson Sampling
1650,0,Thompson Sampling
1651,0,Thompson Sampling
1652,1,Thompson Sampling
1653,0,Thompson Sampling
1654,1,Thompson Sampling
1655,0,Thompson Sampling
1656,0,Thompson Sampling
1657,0,Thompson Sampling
1658,1,Thompson Sampling
1659,0,Thompson Sampling
1660,0,Thompson Sampling
1661,1,Thompson Sampling
1662,0,Thompson Sampling
1663,0,Thompson Sampling
1664,0,Thompson Sampling
1665,0,Thompson Sampling
1666,1,Thompson Sampling
1667,0,Thompson Sampling
1668,0,Thompson Sampling
1669,0,Thompson Sampling
1670,0,Thompson Sampling
1671,0,Thompson Sampling
1672,0,Thompson Sampling
1673,1,Thompson Sampling
1674,1,Thompson Sampling
1675,0,Thompson Sampling
1676,1,Thompson Sampling
1677,1,Thompson Sampling
1678,0,Thompson Sampling
1679,0,Thompson Sampling
1680,1,Thompson Sampling
1681,0,Thompson Sampling
1682,0,Thompson Sampling
1683,0,Thompson Sampling
1684,0,Thompson Sampling
1685,0,Thompson Sampling
1686,0,Thompson Sampling
1687,0,Thompson Sampling
1688,0,Thompson Sampling
1689,1,Thompson Sampling
1690,0,Thompson Sampling
1691,1,Thompson Sampling
1692,0,Thompson Sampling
1693,1,Thompson Sampling
1694,0,Thompson Sampling
1695,0,Thompson Sampling
1696,1,Thompson Sampling
1697,0,Thompson Sampling
1698,0,Thompson Sampling
1699,1,Thompson Sampling
1700,0,Thompson Sampling
1701,1,Thompson Sampling
1702,1,Thompson Sampling
1703,0,Thompson Sampling
1704,1,Thompson Sampling
1705,1,Thompson Sampling
1706,0,Thompson Sampling
1707,0,Thompson Sampling
1708,1,Thompson Sampling
1709,0,Thompson Sampling
1710,1,Thompson Sampling
1711,1,Thompson Sampling
1712,1,Thompson Sampling
1713,0,Thompson Sampling
1714,1,Thompson Sampling
1715,1,Thompson Sampling
1716,0,Thompson Sampling
1717,0,Thompson Sampling
1718,1,Thompson Sampling
1719,1,Thompson Sampling
1720,1,Thompson Sampling
1721,1,Thompson Sampling
1722,1,Thompson Sampling
1723,1,Thompson Sampling
1724,0,Thompson Sampling
1725,1,Thompson Sampling
1726,1,Thompson Sampling
1727,0,Thompson Sampling
1728,0,Thompson Sampling
1729,1,Thompson Sampling
1730,1,Thompson Sampling
1731,0,Thompson Sampling
1732,0,Thompson Sampling
1733,0,Thompson Sampling
1734,0,Thompson Sampling
1735,0,Thompson Sampling
1736,0,Thompson Sampling
1737,0,Thompson Sampling
1738,0,Thompson Sampling
1739,0,Thompson Sampling
1740,0,Thompson Sampling
1741,0,Thompson Sampling
1742,0,Thompson Sampling
1743,0,Thompson Sampling
1744,1,Thompson Sampling
1745,1,Thompson Sampling
1746,1,Thompson Sampling
1747,1,Thompson Sampling
1748,0,Thompson Sampling
1749,0,Thompson Sampling
1750,0,Thompson Sampling
1751,0,Thompson Sampling
1752,1,Thompson Sampling
1753,0,Thompson Sampling
1754,1,Thompson Sampling
1755,0,Thompson Sampling
1756,0,Thompson Sampling
1757,0,Thompson Sampling
1758,1,Thompson Sampling
1759,1,Thompson Sampling
1760,0,Thompson Sampling
1761,0,Thompson Sampling
1762,0,Thompson Sampling
1763,0,Thompson Sampling
1764,1,Thompson Sampling
1765,0,Thompson Sampling
1766,0,Thompson Sampling
1767,0,Thompson Sampling
1768,1,Thompson Sampling
1769,1,Thompson Sampling
1770,0,Thompson Sampling
1771,1,Thompson Sampling
1772,0,Thompson Sampling
1773,0,Thompson Sampling
